package_code,procedure_name,tier3_cost,tier2_cost,tier1_cost,category,private_tier1,private_tier2,private_tier3,private_metro
MP006,Meningitis,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP006,Meningitis,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP006,Meningitis,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP008,"Medical Management
for Raised intracranial
pressure",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP009,"INTRACRANIAL
SPACE OCCUPYING
LESIONS",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP010,"INTRACRANIAL
SPACE OCCUPYING
LESIONS",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP011,"INTRACRANIAL
SPACE OCCUPYING
LESIONS",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP015,Juvenile myasthenia,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP016,Acute ataxia,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP018,"Acute childhood
asthma",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP020,"Acute urticaria /
Anaphylaxis",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP020,"Acute urticaria /
Anaphylaxis",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP021,Acute abdomen,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP022,Celiac disease,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP023,"Unexplained
hepatosplenomegaly",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP024,"Neonatal/ Infantile
cholestasis",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP025,"Acute
glomerulonephritis",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP026,"NEPHROTIC
SYNDROME",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP026,"NEPHROTIC
SYNDROME",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP027,"Haemolytic uremic
syndrome",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP029,"Global developmental
delay / Intellectual
disability of unknown
etiology",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP030,"Rickets - requiring
admission for Work Up",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP031,"Acute severe
malnutrition",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP032,"Developmental and
behavioral disorders",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP033,Short stature,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP034,"Children with
dysmorphic features",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP035,"Floppy infant
syndrome",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP036,"Inborn errors of
metabolism",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP037,Wilson’s disease,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP038,Juvenile Arthritis,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP039,Rheumatic fever,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP039,Rheumatic fever,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP040,Cyanotic spells,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP040,Cyanotic spells,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP041,"SEVERE ANEMIA IN
CHILDREN",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP041,"SEVERE ANEMIA IN
CHILDREN",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP041,"SEVERE ANEMIA IN
CHILDREN",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP042,"Idiopathic
Thrombocytopenic
Purpura",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP043,Kawasaki Disease,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP044,"Steve Johnson
syndrome",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP046,"Ketogenic diet
initiation in refractory
epilepsy",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP047,Croup syndrome,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP048,Hemostatic Disorders,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP048,Hemostatic Disorders,0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP050,"NEPHROTIC
SYNDROME",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MP051,"Staphylococcal
scalded skin syndrome",0.0,0.0,0.0,MP,0.0,0.0,0.0,0.0
MG0115,"Inflammatory
Myopathy/
Myaesthenic Crisis",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG0116,"Guillain Barre
syndrome",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG0116,"Myasthenic crisis
(Plasmapheresis)",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG0117,"Moyamoya
revascularization",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG0118,"Evaluation of drug
resistant epilepsy-
Phase-1",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG0119,Drug resistant epilepsy,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG0120,"Medical/ neuro
rehablitation",25000.0,28800.0,28800.0,MG,92160.0,92160.0,80000.0,115200.0
MG0120,"Medical/ neuro
rehablitation",35000.0,40300.0,40300.0,MG,128960.0,128960.0,112000.0,161200.0
MG0120,"Medical/ neuro
rehablitation",15000.0,17300.0,17300.0,MG,55360.0,55360.0,48000.0,69200.0
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920.0,25920.0,22400.0,32400.0
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920.0,25920.0,22400.0,32400.0
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920.0,25920.0,22400.0,32400.0
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920.0,25920.0,22400.0,32400.0
MG069,"Guillain Barre
syndrome",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG001,Acute febrile illness,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG002,Severe sepsis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG002,Severe sepsis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG003,Malaria,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG003,Malaria,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG004,Dengue fever,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG004,Dengue fever,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG004,Dengue fever,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG005,Chikungunya fever,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG006,Enteric fever,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG007,HIV with complications,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG008,Leptospirosis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG021,Urinary Tract Infection,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG022,Viral Encephalitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG023,Septic Arthritis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG024,"Skin and soft tissue
infections",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG026,"Pyrexia of unknown
origin",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG032,Vasculitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG035,"Acute transverse
myelitis",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG050,"Immune mediated
CNS disorders",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG051,Hydrocephalus,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG061,"Hyperosmolar Non-
Ketotic coma",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG062,"Accelerated
hypertension",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG063,"Hypertensive
emergencies",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG064,Severe anemia,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG065,Sickle cell Anemia,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG066,Anaphylaxis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG067,Heat stroke,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG068,"Systematic lupus
erythematosus",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG070,Snake bite,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG071,Poisoning,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG071,Poisoning,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG073,Plasmapheresis,2000.0,2300.0,2300.0,MG,7360.0,7360.0,6400.0,9200.0
MG074,Blood transfusion,2000.0,2300.0,2300.0,MG,7360.0,7360.0,6400.0,9200.0
MG074,Blood transfusion,2000.0,2300.0,2300.0,MG,7360.0,7360.0,6400.0,9200.0
MG099,Platelet pheresis,11000.0,12700.0,12700.0,MG,40640.0,40640.0,35200.0,50800.0
MG031,Endocarditis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG031,Endocarditis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG036,Atrial Fibrillation,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG038,"Congestive heart
failure",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG075,"High end radiological
diagnostic
(CT, MRI, Imaging
including nuclear
imaging)",5000.0,5800.0,5800.0,MG,18560.0,18560.0,16000.0,23200.0
MG076,"High end
histopathology
(Biopsies) and
advanced serology
investigations",5000.0,5800.0,5800.0,MG,18560.0,18560.0,16000.0,23200.0
MG098,PET scan,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG009,"Acute gastroenteritis
with dehydration",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG009,"Acute gastroenteritis
with dehydration",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG010,Diarrohea,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG010,Diarrohea,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG011,Dysentery,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG012,Acute viral hepatitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG013,Chronic Hepatitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG014,Liver abscess,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG015,Visceral leishmaniasis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG016,Pneumonia,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG017,Severe pneumonia,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG018,Empyema,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG019,Lung abscess,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG020,"Pericardial
tuberculosis",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG020,Pleural tuberculosis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG025,"Recurrent vomiting
with dehydration",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG027,Bronchiectasis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG028,Acute bronchitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG030,"Acute excaberation of
Interstitial Lung
Disease",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG033,Pancreatitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG033,Pancreatitis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG034,Ascites,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG039,Asthma,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG039,Asthma,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG040,Respiratory failure,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG040,Respiratory failure,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG040,Respiratory failure,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG041,Upper GI bleeding,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG041,Upper GI bleeding,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG042,Lower GI hemorrhage,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG043,Addison’s disease,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG052,Myxedema coma,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG053,Thyrotoxic crisis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG055,Pneumothorax,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG056,"Neuromuscular
Disorders",0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG057,Hypoglycemia,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG059,Diabetic ketoacidosis,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
SE042,Optic neuritis,2100.0,2500.0,2700.0,SE,8640.0,8000.0,6720.0,10800.0
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",23100.0,26300.0,27300.0,MR,87360.0,84160.0,73920.0,109200.0
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",12100.0,13800.0,14300.0,MR,45760.0,44160.0,38720.0,57200.0
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",12100.0,13800.0,14300.0,MR,45760.0,44160.0,38720.0,57200.0
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",9900.0,11300.0,11700.0,MR,37440.0,36160.0,31680.0,46800.0
MR002,"2D External Beam
Radiotherapy -
Palliative (Telecobalt /
Strock LA)
(Upto 10 Fractions)
(Inclusive of
Simulation & Planning
Cost)",11000.0,12500.0,13000.0,MR,41600.0,40000.0,35200.0,52000.0
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",22000.0,25000.0,26000.0,MR,83200.0,80000.0,70400.0,104000.0
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",22000.0,25000.0,26000.0,MR,83200.0,80000.0,70400.0,104000.0
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",22000.0,25000.0,26000.0,MR,83200.0,80000.0,70400.0,104000.0
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",5500.0,6300.0,6500.0,MR,20800.0,20160.0,17600.0,26000.0
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",12100.0,13800.0,14300.0,MR,45760.0,44160.0,38720.0,57200.0
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",23100.0,26300.0,27300.0,MR,87360.0,84160.0,73920.0,109200.0
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",23100.0,26300.0,27300.0,MR,87360.0,84160.0,73920.0,109200.0
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",19800.0,22500.0,23400.0,MR,74880.0,72000.0,63360.0,93600.0
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",44000.0,50000.0,52000.0,MR,166400.0,160000.0,140800.0,208000.0
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",44000.0,50000.0,52000.0,MR,166400.0,160000.0,140800.0,208000.0
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",44000.0,50000.0,52000.0,MR,166400.0,160000.0,140800.0,208000.0
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",11000.0,12500.0,13000.0,MR,41600.0,40000.0,35200.0,52000.0
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200.0,280000.0,246400.0,364000.0
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200.0,280000.0,246400.0,364000.0
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200.0,280000.0,246400.0,364000.0
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",33000.0,37500.0,39000.0,MR,124800.0,120000.0,105600.0,156000.0
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",46200.0,52500.0,54600.0,MR,174720.0,168000.0,147840.0,218400.0
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",46200.0,52500.0,54600.0,MR,174720.0,168000.0,147840.0,218400.0
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",46200.0,52500.0,54600.0,MR,174720.0,168000.0,147840.0,218400.0
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",39600.0,45000.0,46800.0,MR,149760.0,144000.0,126720.0,187200.0
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",99000.0,112500.0,117000.0,MR,374400.0,360000.0,316800.0,468000.0
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",99000.0,112500.0,117000.0,MR,374400.0,360000.0,316800.0,468000.0
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",99000.0,112500.0,117000.0,MR,374400.0,360000.0,316800.0,468000.0
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",41300.0,46900.0,48800.0,MR,156160.0,150080.0,132160.0,195200.0
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",60500.0,68800.0,71500.0,MR,228800.0,220160.0,193600.0,286000.0
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",60500.0,68800.0,71500.0,MR,228800.0,220160.0,193600.0,286000.0
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",60500.0,68800.0,71500.0,MR,228800.0,220160.0,193600.0,286000.0
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",49500.0,56300.0,58500.0,MR,187200.0,180160.0,158400.0,234000.0
MR010,"SRT / SBRT with
IGRT
(Stereotacatic
radiotherapy)
(4 Fractions)
(Inclusive of
Simulation & Planning
Cost)",90200.0,102500.0,106600.0,MR,341120.0,328000.0,288640.0,426400.0
MR010,"SRT / SBRT with
IGRT
(Stereotacatic
radiotherapy)
(4 Fractions)
(Inclusive of
Simulation & Planning
Cost)",48400.0,55000.0,57200.0,MR,183040.0,176000.0,154880.0,228800.0
MR011,"SRS with IGRT
(Stereotacatic
radiotherapy)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200.0,280000.0,246400.0,364000.0
MR012,"Respiratory Gating
along with Linear
Accelerator planning
(5 Fractions)
(Inclusive of
Simulation & Planning
Cost)",71500.0,81300.0,84500.0,MR,270400.0,260160.0,228800.0,338000.0
MR012,"Respiratory Gating
along with Linear
Accelerator planning
(5 Fractions)
(Inclusive of
Simulation & Planning
Cost)",38500.0,43800.0,45500.0,MR,145600.0,140160.0,123200.0,182000.0
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720.0,14080.0,12480.0,18400.0
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720.0,14080.0,12480.0,18400.0
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720.0,14080.0,12480.0,18400.0
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720.0,14080.0,12480.0,18400.0
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720.0,14080.0,12480.0,18400.0
MR014,"Brachytherapy High
Dose Radiation (5
doses)
(Inclusive of
Simulation, Planning
Cost, OT & other
charges )",46200.0,52500.0,54600.0,MR,174720.0,168000.0,147840.0,218400.0
MR014,"Brachytherapy High
Dose Radiation (5
doses)
(Inclusive of
Simulation, Planning
Cost, OT & other
charges )",46200.0,52500.0,54600.0,MR,174720.0,168000.0,147840.0,218400.0
MR014,"Brachytherapy High
Dose Radiation (5
doses)
(Inclusive of
Simulation, Planning
Cost, OT & other
charges )",20700.0,23500.0,24400.0,MR,78080.0,75200.0,66240.0,97600.0
MR015,iodine treatment 3 mCi,11400.0,12900.0,13400.0,MR,42880.0,41280.0,36480.0,53600.0
MR015,"iodine treatment 30
mCi",16900.0,19200.0,19900.0,MR,63680.0,61440.0,54080.0,79600.0
MR016,"Iodine treatment 50
mCi",18000.0,20400.0,21200.0,MR,67840.0,65280.0,57600.0,84800.0
MR017,"Iodine treatment 100
mCi",22400.0,25400.0,26400.0,MR,84480.0,81280.0,71680.0,105600.0
MR018,"Iodine treatment 150
mCi",30100.0,34200.0,35500.0,MR,113600.0,109440.0,96320.0,142000.0
MR019,"Iodine treatment 200
mCi",34500.0,39200.0,40700.0,MR,130240.0,125440.0,110400.0,162800.0
MR020,"Iodine treatment 250
mCi",40000.0,45400.0,47200.0,MR,151040.0,145280.0,128000.0,188800.0
MG098,PET scan,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
SE040,"GA / EUA separate
add on package",3000.0,3600.0,3800.0,SE,12160.0,11520.0,9600.0,15200.0
OT001,Renal Transplant,281300.0,319500.0,337500.0,OT,1080000.0,1022400.0,900160.0,1350000.0
OT001,Renal Transplant,150000.0,213000.0,225000.0,OT,720000.0,681600.0,480000.0,900000.0
OT001,Renal Transplant,50000.0,56800.0,60000.0,OT,192000.0,181760.0,160000.0,240000.0
OT001,Renal Transplant,37500.0,42600.0,45000.0,OT,144000.0,136320.0,120000.0,180000.0
OT001,Renal Transplant,37500.0,42600.0,45000.0,OT,144000.0,136320.0,120000.0,180000.0
OT002,"Bone Marrow
Transplant
(Autologous)",125000.0,142000.0,150000.0,OT,480000.0,454400.0,400000.0,600000.0
OT002,"Bone Marrow
Transplant
(Autologous)",312500.0,355000.0,375000.0,OT,1200000.0,1136000.0,1000000.0,1500000.0
OT002,"Bone Marrow
Transplant
(Autologous)",62500.0,71000.0,75000.0,OT,240000.0,227200.0,200000.0,300000.0
MG072,"Haemodialysis /
Peritoneal Dialysis",1500.0,1800.0,1800.0,MG,5760.0,5760.0,4800.0,7200.0
MG072,"Haemodialysis /
Peritoneal Dialysis",1500.0,1800.0,1800.0,MG,5760.0,5760.0,4800.0,7200.0
SB001,"Fracture -
Conservative
Management -
Without plaster",2300.0,2600.0,2900.0,SB,9280.0,8320.0,7360.0,11600.0
SB002,Application of Traction,3500.0,4100.0,4400.0,SB,14080.0,13120.0,11200.0,17600.0
SB002,Application of Traction,900.0,1000.0,1100.0,SB,3520.0,3200.0,2880.0,4400.0
SB003,"Application of P.O.P.
casts",3000.0,3600.0,3800.0,SB,12160.0,11520.0,9600.0,15200.0
SB003,"Application of P.O.P.
casts",3000.0,3600.0,3800.0,SB,12160.0,11520.0,9600.0,15200.0
SB004,"Application of P.O.P.
Spikas & Jackets",3500.0,4100.0,4400.0,SB,14080.0,13120.0,11200.0,17600.0
SB004,"Application of P.O.P.
Spikas & Jackets",3500.0,4100.0,4400.0,SB,14080.0,13120.0,11200.0,17600.0
SB005,"External fixation of
Fracture",14000.0,16400.0,17500.0,SB,56000.0,52480.0,44800.0,70000.0
SB005,"External fixation of
Fracture",9500.0,11200.0,11900.0,SB,38080.0,35840.0,30400.0,47600.0
SB005,"External fixation of
Fracture",19200.0,22500.0,24000.0,SB,76800.0,72000.0,61440.0,96000.0
SB005,"External fixation of
Fracture",14000.0,16400.0,17500.0,SB,56000.0,52480.0,44800.0,70000.0
SB006,"Percutaneous -
Fixation of Fracture",3000.0,3600.0,3800.0,SB,12160.0,11520.0,9600.0,15200.0
SB007,"Elastic nailing for
fracture fixation",11000.0,12900.0,13800.0,SB,44160.0,41280.0,35200.0,55200.0
SB007,"Elastic nailing for
fracture fixation",19100.0,22400.0,23900.0,SB,76480.0,71680.0,61120.0,95600.0
SB007,"Elastic nailing for
fracture fixation",17300.0,20300.0,21700.0,SB,69440.0,64960.0,55360.0,86800.0
SB008,"Internal Fixation of
Small Bones",11300.0,13300.0,14200.0,SB,45440.0,42560.0,36160.0,56800.0
